number,event_time,date,price,bedrooms,bathrooms,sqft_living,sqft_lot,floors,condition,grade,sqft_above,sqft_basement,yr_built
2069,2024-12-12T02:54:13Z,2014,437000,3,2,1221,1130,2,3,8,1030,100,2004
13646,2024-12-12T02:54:13Z,2015,418500,3,2,12440,1800,1,3,8,1220,580,1978
18426,2024-12-12T02:54:13Z,2015,1062500,4,2,6000,1590,1,4,8,1590,0,1925
3135,2024-12-12T02:54:13Z,2015,275000,2,1,1103,1160,2,3,7,890,270,2006
14993,2024-12-12T02:54:13Z,2014,152500,4,1,7350,1730,1,4,6,1730,0,1970
16775,2024-12-12T02:54:13Z,2014,585000,2,1,8640,1770,1,3,6,1520,250,1949
7763,2024-12-12T02:54:13Z,2015,860000,3,2,8494,1880,1,4,7,1200,680,1968
1809,2024-12-12T02:54:13Z,2014,415000,3,1,7275,1490,1,3,7,1090,400,1974
2925,2024-12-12T02:54:13Z,2014,699000,5,2,24755,3340,2,3,10,3340,0,2002
18240,2024-12-12T02:54:13Z,2015,712000,4,2,32336,3140,1,3,10,3140,0,1995
14096,2024-12-12T02:54:13Z,2014,1500000,6,2,6480,3560,2,4,11,3560,0,1914
6467,2024-12-12T02:54:13Z,2014,817500,5,3,9312,3600,2,3,10,2680,920,2005
4609,2024-12-12T02:54:13Z,2015,293000,4,2,4435,2019,2,3,8,2019,0,2008
3626,2024-12-12T02:54:13Z,2014,436500,2,1,5000,1260,1,3,7,1040,220,1951
12943,2024-12-12T02:54:13Z,2015,313500,5,3,94960,2240,1,3,6,2240,0,1985
7672,2024-12-12T02:54:13Z,2014,415000,3,1,19210,2020,1,3,6,1760,260,1949
20455,2024-12-12T02:54:13Z,2015,820000,4,2,26772,3260,2,3,9,3260,0,2007
21605,2024-12-12T02:54:13Z,2014,610685,4,2,6023,2520,2,3,9,2520,0,2014
8203,2024-12-12T02:54:13Z,2015,330000,3,1,10250,1690,1,4,7,1690,0,1955
15861,2024-12-12T02:54:13Z,2015,286000,3,1,8400,950,1,3,7,950,0,1958
20288,2024-12-12T02:54:13Z,2014,436472,4,2,8392,2692,2,3,9,2692,0,2014
11201,2024-12-12T02:54:13Z,2014,230000,3,2,7332,1310,1,3,7,1310,0,1987
17436,2024-12-12T02:54:13Z,2014,209950,3,1,11130,1380,1,3,7,1380,0,1960
13926,2024-12-12T02:54:13Z,2015,240000,3,2,7526,1460,1,3,7,1460,0,1968
9389,2024-12-12T02:54:13Z,2014,201500,3,1,8320,1160,1,4,7,1160,0,1959
6311,2024-12-12T02:54:13Z,2014,367500,4,3,7231,3110,2,3,8,3110,0,1997
7901,2024-12-12T02:54:13Z,2014,380000,3,2,16736,2010,2,4,6,2010,0,1929
8337,2024-12-12T02:54:13Z,2014,1300000,5,1,6400,1670,1,3,8,1670,0,1919
6399,2024-12-12T02:54:13Z,2015,258000,2,1,7000,750,1,3,6,750,0,1932
9341,2024-12-12T02:54:13Z,2014,339950,3,2,7641,2140,1,3,8,1290,850,1979
14592,2024-12-12T02:54:13Z,2015,410000,4,1,7500,2320,1,3,7,1220,1100,1955
20931,2024-12-12T02:54:13Z,2015,330000,3,1,958,1300,2,3,7,840,460,2011
1429,2024-12-12T02:54:13Z,2014,354000,4,2,4762,2900,2,3,8,2900,0,2005
5884,2024-12-12T02:54:13Z,2014,429000,2,1,6315,1350,1,3,8,1350,0,2005
21326,2024-12-12T02:54:13Z,2014,353000,1,1,1279,550,2,3,7,550,0,2008
7380,2024-12-12T02:54:13Z,2014,1070000,3,1,6090,2320,2,3,8,2040,280,1939
16498,2024-12-12T02:54:13Z,2014,298500,3,2,8800,2420,1,4,7,1420,1000,1959
12300,2024-12-12T02:54:13Z,2014,741000,4,2,10125,2070,1,3,7,1390,680,1962
20300,2024-12-12T02:54:13Z,2014,306000,2,1,1183,1090,3,3,8,1090,0,2008
6739,2024-12-12T02:54:13Z,2014,299950,3,1,9525,1210,1,3,7,1210,0,1955
20109,2024-12-12T02:54:13Z,2014,329900,2,2,1021,980,3,3,8,980,0,2008
18660,2024-12-12T02:54:13Z,2014,572000,3,2,4000,1860,1,5,7,1020,840,1920
580,2024-12-12T02:54:13Z,2014,619000,3,2,6439,2720,2,3,9,2720,0,2005
13006,2024-12-12T02:54:13Z,2015,750000,3,2,715690,2350,1,4,9,2350,0,1979
11812,2024-12-12T02:54:13Z,2014,199400,2,1,4000,880,1,4,6,880,0,1916
16757,2024-12-12T02:54:13Z,2014,205000,3,1,8750,1230,1,3,6,1230,0,1965
8148,2024-12-12T02:54:13Z,2014,1250000,4,2,12500,4120,1,4,8,2060,2060,1947
6007,2024-12-12T02:54:13Z,2014,464625,4,2,8996,2040,1,4,8,1260,780,1974
12559,2024-12-12T02:54:13Z,2014,545000,3,1,5750,1700,1,5,7,1450,250,1925
21414,2024-12-12T02:54:13Z,2014,557500,3,3,5025,3350,2,3,8,2670,680,2014
11071,2024-12-12T02:54:13Z,2014,420000,3,1,7638,1060,1,5,7,1060,0,1966
2610,2024-12-12T02:54:13Z,2014,379000,3,2,30886,1740,2,3,8,1740,0,1992
3449,2024-12-12T02:54:13Z,2014,546000,2,1,5031,1657,2,3,7,1657,0,1910
12873,2024-12-12T02:54:13Z,2014,245000,4,1,7200,1530,1,3,7,1400,130,1948
17212,2024-12-12T02:54:13Z,2014,705000,3,2,7200,2820,1,3,9,1780,1040,1979
10007,2024-12-12T02:54:13Z,2014,950000,4,2,10920,2620,1,3,9,2620,0,1965
2355,2024-12-12T02:54:13Z,2014,1187500,4,3,217800,4340,2,3,11,4340,0,2003
18412,2024-12-12T02:54:13Z,2014,1250000,4,3,24166,3820,2,4,11,3310,510,1990
19057,2024-12-12T02:54:13Z,2015,399500,4,1,6617,1660,1,5,7,1660,0,1947
2246,2024-12-12T02:54:13Z,2014,509950,3,2,9153,1970,2,3,8,1970,0,2007
12518,2024-12-12T02:54:13Z,2014,348450,4,2,8628,1950,2,3,8,1950,0,1994
10330,2024-12-12T02:54:13Z,2014,500000,3,2,5683,1650,2,3,7,1650,0,2003
3682,2024-12-12T02:54:13Z,2015,430000,4,2,4740,1990,1,3,7,1080,910,1926
393,2024-12-12T02:54:13Z,2014,927000,4,2,12090,3300,2,3,8,3300,0,1953
21517,2024-12-12T02:54:13Z,2014,390000,3,3,913,1370,2,3,8,1100,270,2006
13542,2024-12-12T02:54:13Z,2014,1775000,3,2,19225,4320,1,4,10,2160,2160,1972
4509,2024-12-12T02:54:13Z,2014,400000,3,1,3090,1350,1,5,6,1350,0,1914
1433,2024-12-12T02:54:13Z,2015,2537000,4,3,20000,3710,2,5,10,2760,950,1936
3223,2024-12-12T02:54:13Z,2015,262000,1,0,12981,520,1,5,3,520,0,1920
15132,2024-12-12T02:54:13Z,2015,635000,4,2,7961,2970,1,3,8,2020,950,1969
10032,2024-12-12T02:54:13Z,2014,649950,3,2,1350,1670,3,3,9,1350,320,2014
7313,2024-12-12T02:54:13Z,2014,3100000,3,3,13085,3920,2,4,11,3920,0,1996
10906,2024-12-12T02:54:13Z,2014,427000,3,1,7111,2000,1,4,7,1360,640,1956
515,2024-12-12T02:54:13Z,2015,300000,2,1,7680,1100,1,4,7,1100,0,1950
17945,2024-12-12T02:54:13Z,2015,330000,3,2,11233,1500,1,3,7,1500,0,1987
16975,2024-12-12T02:54:13Z,2015,730000,4,1,5000,2340,2,3,8,2100,240,1912
7949,2024-12-12T02:54:13Z,2014,332000,1,1,2640,960,1,3,7,760,200,1908
19810,2024-12-12T02:54:13Z,2014,710000,3,2,4153,2440,2,3,9,2440,0,2003
622,2024-12-12T02:54:13Z,2014,200000,3,1,10588,1210,1,4,7,1210,0,1958
6594,2024-12-12T02:54:13Z,2014,460000,3,2,7232,1860,1,3,7,1320,540,1985
16396,2024-12-12T02:54:13Z,2014,616000,3,1,9840,1740,1,4,8,1740,0,1963
7912,2024-12-12T02:54:13Z,2015,435000,4,2,2684,1780,2,3,7,1780,0,2002
18028,2024-12-12T02:54:13Z,2014,285500,4,1,7950,1960,1,4,8,1960,0,1967
3989,2024-12-12T02:54:13Z,2014,1495000,4,3,10375,3070,2,3,10,2180,890,1962
17445,2024-12-12T02:54:13Z,2014,750000,5,3,8560,2230,1,3,8,1150,1080,1960
4234,2024-12-12T02:54:13Z,2014,780000,4,2,13449,2270,1,4,9,1310,960,1975
5203,2024-12-12T02:54:13Z,2014,675000,3,2,2833,2070,2,3,8,1490,580,1966
9176,2024-12-12T02:54:13Z,2014,1265000,4,3,3604,3640,2,5,9,1960,1680,1913
15582,2024-12-12T02:54:13Z,2014,458000,3,2,9900,2150,1,3,8,1450,700,1977
3820,2024-12-12T02:54:13Z,2015,445000,3,1,4998,1360,1,3,8,1360,0,1968
3414,2024-12-12T02:54:13Z,2014,280000,3,1,9322,1200,1,4,7,1200,0,1954
14411,2024-12-12T02:54:13Z,2014,550000,2,1,2970,1300,1,3,7,990,310,1903
8459,2024-12-12T02:54:13Z,2014,460000,3,1,8580,1290,1,4,7,1290,0,1962
19762,2024-12-12T02:54:13Z,2015,304500,4,2,942,1350,3,3,7,1350,0,2008
467,2024-12-12T02:54:13Z,2014,325000,4,2,7324,1850,2,3,8,1850,0,1997
6302,2024-12-12T02:54:13Z,2015,475000,3,1,7840,1320,1,3,8,1320,0,1966
8745,2024-12-12T02:54:13Z,2014,272000,4,1,10660,1390,1,4,7,1030,360,1960
7038,2024-12-12T02:54:13Z,2015,717000,4,2,7985,2780,2,4,10,2780,0,1992
19897,2024-12-12T02:54:13Z,2015,545000,3,2,1279,1740,3,3,8,1740,0,2008
17780,2024-12-12T02:54:13Z,2015,675000,3,2,5350,3370,1,4,7,2310,1060,1910
12630,2024-12-12T02:54:13Z,2014,230000,3,1,6956,1400,1,4,7,1400,0,1957
3049,2024-12-12T02:54:13Z,2015,272000,4,1,10890,2520,1,3,7,1260,1260,1979
13415,2024-12-12T02:54:13Z,2014,249000,4,2,7560,1280,1,5,6,1280,0,1959
14173,2024-12-12T02:54:13Z,2015,286000,3,2,3980,1800,2,3,7,1800,0,2006
7907,2024-12-12T02:54:13Z,2014,3200000,6,5,18200,7100,2,3,13,5240,1860,1933
2985,2024-12-12T02:54:13Z,2014,802000,4,2,8734,2130,2,4,8,2130,0,1961
15460,2024-12-12T02:54:13Z,2014,405000,5,3,9742,3672,2,3,9,3006,666,2006
20049,2024-12-12T02:54:13Z,2014,580000,4,3,8327,3569,2,3,10,3569,0,2013
9578,2024-12-12T02:54:13Z,2014,785950,4,3,4560,2530,1,3,7,1540,990,1925
18872,2024-12-12T02:54:13Z,2015,245000,4,2,8800,2140,2,4,7,2140,0,1963
3496,2024-12-12T02:54:13Z,2014,697000,4,3,2850,2820,1,5,7,1860,960,1928
15704,2024-12-12T02:54:13Z,2014,322000,4,1,68841,1750,1,3,7,1750,0,1942
14442,2024-12-12T02:54:13Z,2014,697000,4,2,6399,3220,2,3,9,3220,0,2004
1348,2024-12-12T02:54:13Z,2015,450000,4,2,9565,2040,1,3,8,1400,640,1959
8140,2024-12-12T02:54:13Z,2015,484000,5,2,20001,3600,2,4,9,3600,0,1976
6987,2024-12-12T02:54:13Z,2014,515000,2,1,5000,1400,1,4,7,1150,250,1904
20864,2024-12-12T02:54:13Z,2014,1275000,4,3,8126,3530,2,3,10,3530,0,2007
19527,2024-12-12T02:54:13Z,2015,991500,4,3,26895,3820,2,3,11,3820,0,1995
9392,2024-12-12T02:54:13Z,2014,229950,4,2,7670,2150,1,5,7,1240,910,1976
6723,2024-12-12T02:54:13Z,2014,480000,4,1,4322,2320,1,3,7,1140,1180,1910
19660,2024-12-12T02:54:13Z,2014,290000,2,1,1275,1020,3,3,8,1020,0,2008
11132,2024-12-12T02:54:13Z,2014,324950,4,1,9240,2320,1,3,7,1160,1160,1959
9327,2024-12-12T02:54:13Z,2014,218000,3,1,7684,1850,1,3,8,1320,530,1979
13205,2024-12-12T02:54:13Z,2014,575000,4,1,8100,2440,1,4,9,1620,820,1960
12962,2024-12-12T02:54:13Z,2014,388500,3,2,944,1350,2,3,8,1050,300,2007
11123,2024-12-12T02:54:13Z,2014,459950,4,1,9747,2430,1,3,8,1780,650,1974
19327,2024-12-12T02:54:13Z,2014,824000,7,4,4000,3670,2,3,8,2800,870,1964
9995,2024-12-12T02:54:13Z,2014,279000,2,1,47044,1020,1,5,7,1020,0,1904
2724,2024-12-12T02:54:13Z,2014,390000,3,3,2944,1490,2,3,7,960,530,1993
11165,2024-12-12T02:54:13Z,2015,850000,3,2,12406,3120,2,3,9,1940,1180,1983
531,2024-12-12T02:54:13Z,2015,200000,2,1,1898,1360,2,3,7,1360,0,1978
8507,2024-12-12T02:54:13Z,2014,400000,3,2,11040,1740,2,3,8,1740,0,1980
11547,2024-12-12T02:54:13Z,2014,515000,3,2,11441,3290,2,4,10,3290,0,1988
15144,2024-12-12T02:54:13Z,2014,147400,3,2,9225,1080,1,2,7,1080,0,1955
732,2024-12-12T02:54:13Z,2014,403000,3,2,8354,2090,2,3,8,2090,0,2012
19021,2024-12-12T02:54:13Z,2014,346500,3,1,11802,1150,1,4,7,1150,0,1932
10289,2024-12-12T02:54:13Z,2014,309900,5,2,17825,2100,1,4,7,1400,700,1974
18417,2024-12-12T02:54:13Z,2014,252000,4,1,8250,1120,1,4,7,1120,0,1966
6499,2024-12-12T02:54:13Z,2014,1925000,3,4,6134,3950,2,3,11,2880,1070,1998
5310,2024-12-12T02:54:13Z,2014,390000,3,1,8676,1650,1,4,8,1130,520,1979
10597,2024-12-12T02:54:13Z,2015,580000,4,2,11680,2110,1,4,7,1420,690,1977
8970,2024-12-12T02:54:13Z,2014,405000,3,2,18000,1740,1,3,7,1230,510,1989
20804,2024-12-12T02:54:13Z,2015,419900,5,3,5000,2880,2,3,8,2260,620,2012
8559,2024-12-12T02:54:13Z,2014,506400,3,2,9040,2100,1,3,8,1700,400,1989
12069,2024-12-12T02:54:13Z,2015,404500,2,2,3060,1320,1,4,6,1320,0,1910
12417,2024-12-12T02:54:13Z,2014,148000,1,1,8261,620,1,3,5,620,0,1939
7131,2024-12-12T02:54:13Z,2014,361000,3,1,4046,1100,1,4,6,1100,0,1922
2076,2024-12-12T02:54:13Z,2014,715000,3,2,46609,2410,2,3,9,2410,0,1989
382,2024-12-12T02:54:13Z,2015,389000,4,2,5337,2130,2,3,7,2130,0,2001
20742,2024-12-12T02:54:13Z,2014,562500,3,2,907,1300,2,3,8,1000,300,2006
20422,2024-12-12T02:54:13Z,2014,1285000,4,3,3800,3440,3,3,9,3440,0,2014
6128,2024-12-12T02:54:13Z,2014,775000,3,2,241200,2620,1,4,9,2620,0,1998
1900,2024-12-12T02:54:13Z,2015,330000,4,1,5000,1100,1,5,6,1100,0,1904
10844,2024-12-12T02:54:13Z,2014,740000,4,2,17833,2490,2,3,9,1490,1000,1979
14839,2024-12-12T02:54:13Z,2014,160000,3,1,103237,1210,1,2,6,1210,0,1918
10292,2024-12-12T02:54:13Z,2014,595000,4,2,8372,2050,2,4,8,2050,0,1984
3144,2024-12-12T02:54:13Z,2015,325000,4,1,9993,1370,1,3,6,1370,0,1918
5639,2024-12-12T02:54:13Z,2014,100000,4,1,2685,1120,1,3,5,860,260,1939
3510,2024-12-12T02:54:13Z,2015,454200,4,2,5379,2630,2,3,8,2630,0,2004
19111,2024-12-12T02:54:13Z,2015,240000,3,1,6984,1420,1,4,7,980,440,1980
10546,2024-12-12T02:54:13Z,2015,209000,3,1,5200,920,1,4,6,920,0,1969
3984,2024-12-12T02:54:13Z,2014,155000,1,1,6000,720,1,3,6,720,0,1940
5677,2024-12-12T02:54:13Z,2015,329000,3,1,9600,900,1,4,7,900,0,1970
3851,2024-12-12T02:54:13Z,2014,210000,3,1,4842,1240,1,4,6,1240,0,1916
1658,2024-12-12T02:54:13Z,2014,335000,4,2,9701,2240,2,3,9,2240,0,1989
15308,2024-12-12T02:54:13Z,2015,492000,2,1,22239,1300,1,4,7,1300,0,1945
16772,2024-12-12T02:54:13Z,2014,560000,3,1,5000,1440,2,3,7,1440,0,1910
19824,2024-12-12T02:54:13Z,2015,730000,3,2,1290,1860,2,3,9,1240,620,2010
2100,2024-12-12T02:54:13Z,2014,491000,3,2,7000,2005,1,3,7,1605,400,1980
15851,2024-12-12T02:54:13Z,2015,229000,3,1,6240,1590,1,3,7,1060,530,1956
9256,2024-12-12T02:54:13Z,2014,811500,5,4,4500,3970,2,3,9,2860,1110,2004
6160,2024-12-12T02:54:13Z,2015,216600,3,1,7700,2200,1,3,7,1240,960,1975
16966,2024-12-12T02:54:13Z,2015,720000,3,2,2200,2100,2,4,7,1500,600,1919
20746,2024-12-12T02:54:13Z,2015,391500,3,2,6143,2424,2,3,9,2424,0,2014
9137,2024-12-12T02:54:13Z,2014,560000,4,2,9787,1790,1,4,8,1240,550,1983
723,2024-12-12T02:54:13Z,2015,636000,3,2,2770,2140,2,3,8,1770,370,2007
5993,2024-12-12T02:54:13Z,2014,519000,3,2,10744,2020,1,5,7,1270,750,1954
1225,2024-12-12T02:54:13Z,2015,365000,4,2,9600,1570,1,3,7,800,770,1972
21391,2024-12-12T02:54:13Z,2015,269950,3,2,4079,2244,2,3,7,2244,0,2012
16359,2024-12-12T02:54:13Z,2015,1387000,4,3,10880,4010,2,4,11,3150,860,1990
2853,2024-12-12T02:54:13Z,2015,350000,2,1,3880,1350,1,3,6,950,400,1927
16025,2024-12-12T02:54:13Z,2015,1400000,4,2,7815,3520,2,3,10,3140,380,1929
7829,2024-12-12T02:54:13Z,2014,210000,3,1,7200,1200,1,3,6,1200,0,1977
21324,2024-12-12T02:54:13Z,2014,305000,4,2,3800,2280,2,3,7,2280,0,2006
11482,2024-12-12T02:54:13Z,2014,1125000,4,2,2600,2520,2,5,8,1670,850,1925
1157,2024-12-12T02:54:13Z,2014,790000,4,1,10061,2460,1,3,7,1410,1050,1961
2581,2024-12-12T02:54:13Z,2015,695000,2,1,3990,1140,1,3,7,1140,0,1924
19664,2024-12-12T02:54:13Z,2014,275000,4,2,3868,1830,2,3,7,1830,0,2007
5322,2024-12-12T02:54:13Z,2015,530000,5,1,3000,1570,2,4,7,1570,0,1908
12590,2024-12-12T02:54:13Z,2014,677915,3,2,3600,1740,1,5,7,990,750,1923
2378,2024-12-12T02:54:13Z,2014,550000,4,3,13113,2760,1,4,8,1760,1000,1974
11529,2024-12-12T02:54:13Z,2014,283000,3,1,8400,890,1,4,6,890,0,1954
14925,2024-12-12T02:54:13Z,2015,671000,4,2,1475,1890,2,3,9,1200,690,2015
18927,2024-12-12T02:54:13Z,2014,374000,2,1,5650,1140,1,3,6,980,160,1920
9523,2024-12-12T02:54:13Z,2014,365000,3,1,30940,1380,2,3,8,1380,0,1976
17601,2024-12-12T02:54:13Z,2014,970000,5,2,5040,3500,2,3,9,2950,550,1927
12707,2024-12-12T02:54:13Z,2015,245000,2,1,15000,1020,1,3,6,1020,0,1933
12309,2024-12-12T02:54:13Z,2015,270000,5,2,10320,2140,1,4,7,1330,810,1967
14202,2024-12-12T02:54:13Z,2014,280000,3,2,7000,1580,2,3,8,1580,0,1992
11290,2024-12-12T02:54:13Z,2014,857000,4,3,29043,3720,2,3,9,3720,0,1991
10317,2024-12-12T02:54:13Z,2014,524000,3,2,6720,2140,1,3,8,1440,700,1961
20493,2024-12-12T02:54:13Z,2014,953007,4,3,5086,3120,2,3,9,2480,640,2008
9004,2024-12-12T02:54:13Z,2014,375000,4,2,7471,1870,2,3,8,1870,0,1990
913,2024-12-12T02:54:13Z,2014,384000,4,1,7135,2100,1,4,7,1050,1050,1955
15519,2024-12-12T02:54:13Z,2014,242000,2,1,21850,960,1,3,6,960,0,1947
20267,2024-12-12T02:54:13Z,2014,1042000,4,4,270236,4920,2,3,10,3820,1100,2006
10152,2024-12-12T02:54:13Z,2015,670000,3,1,4080,1220,1,5,7,1220,0,1914
18732,2024-12-12T02:54:13Z,2014,462000,5,1,10530,1250,1,4,7,1250,0,1966
14850,2024-12-12T02:54:13Z,2015,389000,2,1,4848,1160,2,4,7,1160,0,1949
4776,2024-12-12T02:54:13Z,2014,350000,3,2,7836,2680,2,3,8,2680,0,1990
8947,2024-12-12T02:54:13Z,2014,404763,3,2,1609,1690,2,3,8,1150,540,2014
363,2024-12-12T02:54:13Z,2014,604950,3,2,5608,2110,1,3,8,1340,770,2013
6848,2024-12-12T02:54:13Z,2014,426000,3,1,9147,1130,1,5,7,1130,0,1952
17462,2024-12-12T02:54:13Z,2014,474800,2,3,1243,1400,3,3,8,1400,0,2000
21158,2024-12-12T02:54:13Z,2015,1065000,3,4,8252,3370,2,3,10,3370,0,2014
21541,2024-12-12T02:54:13Z,2015,402723,3,2,1073,1160,2,3,7,880,280,2007
17745,2024-12-12T02:54:13Z,2014,272450,3,2,7332,1780,2,3,7,1780,0,1987
15651,2024-12-12T02:54:13Z,2014,910000,3,3,4082,3020,2,3,9,2080,940,1954
14930,2024-12-12T02:54:13Z,2014,702000,4,2,6240,2650,2,3,8,2650,0,2013
14409,2024-12-12T02:54:13Z,2014,513000,4,2,7070,2020,1,5,7,1010,1010,1958
13524,2024-12-12T02:54:13Z,2014,399500,2,1,1722,1180,2,3,8,1180,0,2006
18310,2024-12-12T02:54:13Z,2014,530100,3,1,3399,1540,1,3,7,1200,340,1926
13366,2024-12-12T02:54:13Z,2014,525000,4,1,6600,1820,1,5,7,1820,0,1960
13641,2024-12-12T02:54:13Z,2014,495000,3,2,9300,1769,1,4,7,1769,0,1955
21343,2024-12-12T02:54:13Z,2014,332220,3,1,47480,2580,1,3,7,1360,1220,1953
3336,2024-12-12T02:54:13Z,2014,835000,3,2,4625,1570,1,5,8,1570,0,1927
20536,2024-12-12T02:54:13Z,2015,441000,2,1,1289,1290,2,3,7,1030,260,2005
6717,2024-12-12T02:54:13Z,2014,267000,3,1,10920,1440,1,4,8,1440,0,1977
4927,2024-12-12T02:54:13Z,2014,369000,4,2,6495,2420,2,3,8,2420,0,2005
12523,2024-12-12T02:54:13Z,2015,333000,4,2,5505,2690,2,3,8,2690,0,2004
4259,2024-12-12T02:54:13Z,2014,210000,3,1,5454,1000,1,3,7,1000,0,1954
19248,2024-12-12T02:54:13Z,2014,270000,4,2,8282,1900,1,3,7,1900,0,1968
6787,2024-12-12T02:54:13Z,2014,235000,3,1,8540,1900,1,3,6,950,950,1980
7086,2024-12-12T02:54:13Z,2014,289000,3,2,8424,1680,1,3,7,1680,0,1993
19371,2024-12-12T02:54:13Z,2015,224000,3,1,6300,1760,1,3,7,1060,700,1963
14964,2024-12-12T02:54:13Z,2014,730000,2,1,3400,1860,1,3,7,1010,850,1920
17950,2024-12-12T02:54:13Z,2014,289000,3,1,3449,1690,1,3,7,1690,0,1987
1599,2024-12-12T02:54:13Z,2014,455000,4,1,5800,1340,1,3,7,1340,0,1914
5707,2024-12-12T02:54:13Z,2014,380000,2,2,5756,1370,1,3,8,1370,0,1986
16041,2024-12-12T02:54:13Z,2014,390000,3,1,40250,1870,1,5,7,1870,0,1959
9802,2024-12-12T02:54:13Z,2014,510000,5,2,83231,2510,1,4,7,1260,1250,1975
18308,2024-12-12T02:54:13Z,2014,250000,1,1,4000,750,1,3,6,750,0,1918
9167,2024-12-12T02:54:13Z,2014,338000,4,2,10631,2370,2,3,8,2370,0,1999
6080,2024-12-12T02:54:13Z,2014,600000,4,2,3866,2310,2,3,8,2310,0,2005
14361,2024-12-12T02:54:13Z,2014,775000,4,1,4800,1890,1,3,7,1390,500,1906
398,2024-12-12T02:54:13Z,2014,378750,3,2,3000,2160,1,3,7,1260,900,1909
3834,2024-12-12T02:54:13Z,2015,349950,2,1,6317,1050,1,4,7,1050,0,1913
14513,2024-12-12T02:54:13Z,2014,2400000,6,4,10800,5480,2,4,9,4430,1050,1999
5685,2024-12-12T02:54:13Z,2014,510000,4,2,13348,3180,2,3,8,3020,160,2004
18404,2024-12-12T02:54:13Z,2015,650000,3,2,257875,2660,1,4,8,1530,1130,1976
6575,2024-12-12T02:54:13Z,2014,432000,3,2,1578,1470,2,3,8,1090,380,2007
17782,2024-12-12T02:54:13Z,2014,234000,2,1,5375,940,1,4,5,940,0,1952
1232,2024-12-12T02:54:13Z,2015,350000,4,2,10155,2530,2,3,8,2530,0,1998
13292,2024-12-12T02:54:13Z,2015,510000,3,1,8325,1950,1,4,7,1950,0,1962
1690,2024-12-12T02:54:13Z,2014,576000,4,2,28405,2440,2,3,8,2440,0,2002
20733,2024-12-12T02:54:13Z,2014,685000,4,2,5100,2310,2,3,9,2310,0,2013
6289,2024-12-12T02:54:13Z,2014,490000,4,2,8302,3020,2,4,10,3020,0,1994
9965,2024-12-12T02:54:13Z,2014,485000,3,2,35273,2900,2,3,9,2900,0,1986
8455,2024-12-12T02:54:13Z,2014,315000,3,1,7250,1680,1,3,7,930,750,1952
18943,2024-12-12T02:54:13Z,2014,580000,3,1,5100,1850,1,3,7,1020,830,1909
16714,2024-12-12T02:54:13Z,2015,85000,2,1,9753,910,1,3,5,910,0,1947
10356,2024-12-12T02:54:13Z,2015,500000,3,2,3600,1540,1,3,7,890,650,1994
5612,2024-12-12T02:54:13Z,2015,510000,3,2,11325,1420,1,3,7,1420,0,1980
5985,2024-12-12T02:54:13Z,2015,441000,3,2,7923,2740,2,3,9,2740,0,1998
3871,2024-12-12T02:54:13Z,2014,2950000,5,4,47480,6240,1,3,11,4610,1630,2003
1461,2024-12-12T02:54:13Z,2014,459000,4,2,3840,1560,1,4,6,960,600,1924
17634,2024-12-12T02:54:13Z,2014,425000,4,1,6095,1080,1,4,6,1080,0,1924
10043,2024-12-12T02:54:13Z,2015,555000,4,2,6776,2870,2,3,8,2870,0,2004
14123,2024-12-12T02:54:13Z,2014,515000,3,2,219978,2130,2,3,8,2130,0,1986
17963,2024-12-12T02:54:13Z,2014,437000,3,1,17568,2220,1,4,8,2220,0,1967
2780,2024-12-12T02:54:13Z,2015,665000,4,2,15411,2480,2,3,8,2480,0,1994
4227,2024-12-12T02:54:13Z,2015,755000,2,2,2070,1360,2,3,8,1360,0,1999
15150,2024-12-12T02:54:13Z,2014,270000,4,2,7150,2440,1,3,7,1200,1240,1963
10709,2024-12-12T02:54:13Z,2014,420000,3,2,15375,2370,2,3,9,2370,0,1993
7102,2024-12-12T02:54:13Z,2014,765000,4,3,4000,2760,2,3,8,2000,760,1926
3124,2024-12-12T02:54:13Z,2014,524000,4,2,5000,2310,1,5,8,1480,830,1908
11953,2024-12-12T02:54:13Z,2014,940000,4,2,39960,3160,1,3,10,3160,0,1980
856,2024-12-12T02:54:13Z,2014,265000,3,2,6271,1720,2,3,7,1720,0,1993
4050,2024-12-12T02:54:13Z,2015,245000,3,1,11452,1670,1,3,8,1670,0,1992
6247,2024-12-12T02:54:13Z,2014,400000,2,1,10800,1180,1,3,7,1180,0,1984
578,2024-12-12T02:54:13Z,2015,530000,4,2,5493,2320,2,3,8,2320,0,2004
11676,2024-12-12T02:54:13Z,2015,1420000,5,3,11438,3950,2,3,10,3430,520,2006
7692,2024-12-12T02:54:13Z,2014,295000,3,2,4102,1690,2,3,7,1690,0,2003
13306,2024-12-12T02:54:13Z,2014,395000,4,2,7085,2240,1,3,7,2240,0,1944
18167,2024-12-12T02:54:13Z,2014,417000,3,2,11403,1840,2,3,8,1840,0,1993
11114,2024-12-12T02:54:13Z,2014,536000,2,1,746,1130,2,3,8,1030,100,2009
15835,2024-12-12T02:54:13Z,2014,1300000,4,3,9687,2330,2,3,9,2330,0,1918
14208,2024-12-12T02:54:13Z,2014,602500,4,2,6850,2760,2,3,9,2760,0,1999
625,2024-12-12T02:54:13Z,2014,289500,3,1,6400,960,1,4,6,820,140,1944
15743,2024-12-12T02:54:13Z,2014,700000,4,1,520,2420,1,3,7,2420,0,1900
